id,date,mean,min,max,stdev,field,year,month,day,month_day
167,2016-02-13,0.15495029697847482,0.04630030319094658,0.6287658214569092,0.03153588566540022,G1,2016,2,13,02-13
168,2016-02-10,0.15305603702860535,0.07151515036821365,0.5390758514404297,0.03356545300761043,G1,2016,2,10,02-10
169,2016-01-31,0.15178306536664363,0.0703139379620552,0.4733944833278656,0.02578703684052128,G1,2016,1,31,01-31
170,2016-01-14,0.1438377214250206,0.05935050547122955,0.5745928287506104,0.02520009741590672,G1,2016,1,14,01-14
171,2016-01-01,0.14674617559946404,0.07565059512853622,0.5157468914985657,0.01848297228741311,G1,2016,1,1,01-01
172,2018-10-22,0.19566892674178174,0.08504398912191391,0.6202651262283325,0.026265481699310752,G2,2018,10,22,10-22
173,2018-10-17,0.17953824086533074,0.11451863497495651,0.5871145129203796,0.02492423902378762,G2,2018,10,17,10-17
174,2018-10-15,0.15775636555264594,0.09658326953649521,0.5647099018096924,0.021922957085343458,G2,2018,10,15,10-15
175,2018-10-10,0.16392791068238258,0.09334657341241837,0.4984908401966095,0.023634858642704714,G2,2018,10,10,10-10
176,2018-10-02,0.1420945860360127,0.08421052992343903,0.6351677179336548,0.017721960506742403,G2,2018,10,2,10-02
177,2018-09-30,0.14232260967941399,0.07979798316955566,0.6602791547775269,0.02037668842175819,G2,2018,9,30,09-30
178,2018-09-27,0.1489124403782325,0.1013110876083374,0.6110506653785706,0.020551153982844857,G2,2018,9,27,09-27
179,2018-09-22,0.13646228318611114,0.06330275535583496,0.6491228342056274,0.01815891483639869,G2,2018,9,22,09-22
180,2018-09-17,0.13452813374175135,0.042916473001241684,0.6994072794914246,0.01985179664191525,G2,2018,9,17,09-17
181,2018-09-15,0.13804995581961058,0.04651162773370743,0.6133333444595337,0.019123469886972173,G2,2018,9,15,09-15
182,2018-09-12,0.14715272947487548,0.09226692467927933,0.597517728805542,0.01848715516250788,G2,2018,9,12,09-12
183,2018-09-10,0.1382892932333055,0.07696031033992767,0.6502307653427124,0.020556391940563225,G2,2018,9,10,09-10
184,2018-09-02,0.13148260081332808,0.06295638531446457,0.5331199169158936,0.019699238591385056,G2,2018,9,2,09-02
185,2018-08-31,0.13585762661098835,0.05957656353712082,0.5015268921852112,0.01918208084158531,G2,2018,8,31,08-31
186,2018-08-28,0.13468045022889957,-0.01699279062449932,0.47641682624816895,0.02171153769391256,G2,2018,8,28,08-28
187,2018-08-23,0.12365898850249268,-0.03139450028538704,0.5007429122924805,0.019742517629902197,G2,2018,8,23,08-23
188,2018-08-21,0.12929828957119496,-0.05298170447349548,0.46439167857170105,0.020592452893482265,G2,2018,8,21,08-21
189,2018-08-18,0.1252238844200475,-0.08131970465183258,0.48414984345436096,0.020022421042870244,G2,2018,8,18,08-18
190,2018-08-16,0.12325893566524897,-0.06770002096891403,0.5017909407615662,0.02091729301492025,G2,2018,8,16,08-16
191,2018-08-13,0.1260233623504039,-0.042461004108190536,0.49227872490882874,0.020025783808462375,G2,2018,8,13,08-13
192,2018-08-11,0.12461397205331079,-0.0693366676568985,0.48225751519203186,0.021302390074610093,G2,2018,8,11,08-11
193,2018-08-08,0.12806871748106988,-0.04560710862278938,0.5161167979240417,0.020853187902889397,G2,2018,8,8,08-08
194,2018-08-03,0.12323519902213924,0.04427202045917511,0.4532374143600464,0.020222625565604422,G2,2018,8,3,08-03
195,2018-08-01,0.1263881209782686,-0.10248839855194092,0.4874514043331146,0.022518178807584877,G2,2018,8,1,08-01
196,2018-07-27,0.12164771191963401,-0.11749134957790375,0.5196394324302673,0.022659164705762833,G2,2018,7,27,07-27
197,2018-07-24,0.11967423268912859,0.020273610949516296,0.44785276055336,0.02090163936144746,G2,2018,7,24,07-24
198,2018-07-22,0.12343025862703731,-0.148591548204422,0.5080565810203552,0.02330845913468298,G2,2018,7,22,07-22
199,2018-07-19,0.11891797718051911,-0.12932662665843964,0.4925484359264374,0.022773847751039893,G2,2018,7,19,07-19
200,2018-07-17,0.11838517621588372,-0.13884074985980988,0.5225988626480103,0.023768974370414274,G2,2018,7,17,07-17
201,2018-07-14,0.12011464948577631,-0.03809523954987526,0.5184450745582581,0.02252295115106692,G2,2018,7,14,07-14
202,2018-07-09,0.1221175432376446,-0.11475976556539536,0.48054835200309753,0.023311022594057096,G2,2018,7,9,07-09
203,2018-07-07,0.1210603709485184,-0.17464745044708252,0.5529837012290955,0.023837558020751735,G2,2018,7,7,07-07
204,2018-07-04,0.12366890702314022,0.0018441678257659078,0.4863188564777374,0.023261750438861674,G2,2018,7,4,07-04
205,2018-06-29,0.12180338843042364,-0.08130080997943878,0.3916199207305908,0.035039334386754044,G2,2018,6,29,06-29
206,2018-06-24,0.1322518356061743,-0.011616329662501812,0.46164020895957947,0.02211217946947217,G2,2018,6,24,06-24
207,2018-06-22,0.13670027696297926,-0.1375371664762497,0.5038084983825684,0.022924484758532548,G2,2018,6,22,06-22
208,2018-06-19,0.14068273881115514,-0.06191839650273323,0.4930707514286041,0.021892702960341945,G2,2018,6,19,06-19
209,2018-06-17,0.13460226639764875,-0.1815219521522522,0.5581841468811035,0.022897158607627477,G2,2018,6,17,06-17
210,2018-06-14,0.13460781442099254,0.01147917378693819,0.47319960594177246,0.0208760317515732,G2,2018,6,14,06-14
211,2018-06-12,0.13881000883894312,-0.16311584413051605,0.5157819390296936,0.022673444683412838,G2,2018,6,12,06-12
212,2018-06-07,0.1390732713882861,-0.21899335086345673,0.6269242167472839,0.023388310775596343,G2,2018,6,7,06-07
213,2018-06-04,0.13511703810247228,0.02219873107969761,0.4829700291156769,0.021190565004566755,G2,2018,6,4,06-04
214,2018-06-02,0.13547226064408838,-0.1748325675725937,0.5089552402496338,0.02291385971893167,G2,2018,6,2,06-02
215,2018-05-23,0.13509257437919822,-0.11212640255689621,0.5003631114959717,0.022946225963203143,G2,2018,5,23,05-23
216,2018-05-20,0.1335074738354013,-0.19892996549606323,0.4924681484699249,0.023196087831428666,G2,2018,5,20,05-20
217,2018-05-18,0.1301358879641556,-0.0686635971069336,0.5984121561050415,0.02255458923883286,G2,2018,5,18,05-18
218,2018-05-15,0.13204162210229467,-0.114543117582798,0.5173648595809937,0.02114560321382607,G2,2018,5,15,05-15
219,2018-05-13,0.1360838325809599,-0.09990029782056808,0.5612903237342834,0.023177200616562373,G2,2018,5,13,05-13
220,2018-05-08,0.13481655198458348,0.055088307708501816,0.6514550447463989,0.02270296957607231,G2,2018,5,8,05-08
221,2018-05-05,0.1294577938966297,-0.07283156365156174,0.5127840638160706,0.02153939992244113,G2,2018,5,5,05-05
222,2018-05-03,0.13657049545650407,0.002601908054202795,0.5530556440353394,0.022099855842071647,G2,2018,5,3,05-03
223,2018-04-28,0.13459261285437343,-0.00124161911662668,0.6481054425239563,0.02261358468131679,G2,2018,4,28,04-28
224,2018-04-25,0.13738558006337961,0.032339565455913544,0.503496527671814,0.022422152928339496,G2,2018,4,25,04-25
225,2018-04-23,0.1397570640485221,0.030234145000576973,0.5274078845977783,0.023033445548942304,G2,2018,4,23,04-23
226,2018-04-18,0.1402247129082302,-0.00399717828258872,0.5374860167503357,0.023626648245236845,G2,2018,4,18,04-18
227,2018-04-15,0.1418739036899648,0.07581385225057602,0.47527021169662476,0.022363445616913412,G2,2018,4,15,04-15
228,2018-04-10,0.1322299048225373,0.017402376979589462,0.4888157844543457,0.020120102645277235,G2,2018,4,10,04-10
229,2018-04-08,0.1366365242750199,0.04938271641731262,0.5129151344299316,0.022792171926800824,G2,2018,4,8,04-08
230,2018-04-05,0.13706937680687392,0.06628746539354324,0.5093367695808411,0.021572932563354363,G2,2018,4,5,04-05
231,2018-03-31,0.13546227164331692,0.013912309892475605,0.5260229110717773,0.021850916215393784,G2,2018,3,31,03-31
232,2018-03-29,0.1370608549550251,0.037678446620702744,0.5351548194885254,0.0242603331394696,G2,2018,3,29,03-29
